end_id,start_id,type
bug.array_out_of_bounds,expl.array_out_of_bounds,EXPLAINS_BUG
bug.vector_out_of_range,expl.array_out_of_bounds,EXPLAINS_BUG
rule.array.out_of_bounds.size_index,expl.array_out_of_bounds,TRIGGERED_BY_RULE
mis.array.last_index,expl.array_out_of_bounds,TARGETS_MISCONCEPTION
fix.array.bound,expl.array_out_of_bounds,SUGGESTS_FIX
concept.c.array,expl.array_out_of_bounds,REINFORCES_CONCEPT
concept.cpp.array,expl.array_out_of_bounds,REINFORCES_CONCEPT
concept.cpp.vector,expl.array_out_of_bounds,REINFORCES_CONCEPT
view.intro_c,expl.array_out_of_bounds,VISIBLE_IN
view.algorithms,expl.array_out_of_bounds,VISIBLE_IN
view.cpp_stl,expl.array_out_of_bounds,VISIBLE_IN
fbp.locate_issue,expl.array_out_of_bounds,USES_FEEDBACK_PATTERN
fbp.counter_example,expl.array_out_of_bounds,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.array_out_of_bounds,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.array_out_of_bounds,USES_FEEDBACK_PATTERN
ctx.expression,expl.array_out_of_bounds,USES_CONTEXT_ANCHOR
ctx.testcase,expl.array_out_of_bounds,USES_CONTEXT_ANCHOR
ctx.trace,expl.array_out_of_bounds,USES_CONTEXT_ANCHOR
plan.array_indexing,expl.array_out_of_bounds,RECOMMENDS_PLAN
expl.array_out_of_bounds.step1,expl.array_out_of_bounds,CONSISTS_OF_STEP
expl.array_out_of_bounds.step2,expl.array_out_of_bounds,CONSISTS_OF_STEP
expl.array_out_of_bounds.step3,expl.array_out_of_bounds,CONSISTS_OF_STEP
explcat.array,expl.index_value_confusion,BELONGS_TO_CATEGORY
bug.index_value_confusion,expl.index_value_confusion,EXPLAINS_BUG
rule.array.index_value_confusion,expl.index_value_confusion,TRIGGERED_BY_RULE
mis.array.index_value,expl.index_value_confusion,TARGETS_MISCONCEPTION
fix.array.index_value,expl.index_value_confusion,SUGGESTS_FIX
concept.c.array,expl.index_value_confusion,REINFORCES_CONCEPT
concept.cpp.array,expl.index_value_confusion,REINFORCES_CONCEPT
concept.cpp.vector,expl.index_value_confusion,REINFORCES_CONCEPT
view.intro_c,expl.index_value_confusion,VISIBLE_IN
view.algorithms,expl.index_value_confusion,VISIBLE_IN
fbp.locate_issue,expl.index_value_confusion,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.index_value_confusion,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.index_value_confusion,USES_FEEDBACK_PATTERN
ctx.variable,expl.index_value_confusion,USES_CONTEXT_ANCHOR
ctx.expression,expl.index_value_confusion,USES_CONTEXT_ANCHOR
plan.array_indexing,expl.index_value_confusion,RECOMMENDS_PLAN
expl.index_value_confusion.step1,expl.index_value_confusion,CONSISTS_OF_STEP
expl.index_value_confusion.step2,expl.index_value_confusion,CONSISTS_OF_STEP
expl.index_value_confusion.step3,expl.index_value_confusion,CONSISTS_OF_STEP
explcat.pointer,expl.null_dereference,BELONGS_TO_CATEGORY
bug.null_dereference,expl.null_dereference,EXPLAINS_BUG
rule.pointer.null_deref.ast,expl.null_dereference,TRIGGERED_BY_RULE
rule.pointer.null_deref.clang,expl.null_dereference,TRIGGERED_BY_RULE
mis.pointer.null,expl.null_dereference,TARGETS_MISCONCEPTION
fix.null.check,expl.null_dereference,SUGGESTS_FIX
fix.smart_pointer,expl.null_dereference,SUGGESTS_FIX
concept.c.pointer,expl.null_dereference,REINFORCES_CONCEPT
concept.cpp.pointer,expl.null_dereference,REINFORCES_CONCEPT
concept.cpp.smart_pointer,expl.null_dereference,REINFORCES_CONCEPT
view.c_pointers,expl.null_dereference,VISIBLE_IN
view.cpp_modern,expl.null_dereference,VISIBLE_IN
fbp.locate_issue,expl.null_dereference,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.null_dereference,USES_FEEDBACK_PATTERN
fbp.counter_example,expl.null_dereference,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.null_dereference,USES_FEEDBACK_PATTERN
ctx.finding,expl.null_dereference,USES_CONTEXT_ANCHOR
ctx.line,expl.null_dereference,USES_CONTEXT_ANCHOR
ctx.variable,expl.null_dereference,USES_CONTEXT_ANCHOR
plan.pointer_lifetime,expl.null_dereference,RECOMMENDS_PLAN
expl.null_dereference.step1,expl.null_dereference,CONSISTS_OF_STEP
expl.null_dereference.step2,expl.null_dereference,CONSISTS_OF_STEP
expl.null_dereference.step3,expl.null_dereference,CONSISTS_OF_STEP
explcat.pointer,expl.memory_leak,BELONGS_TO_CATEGORY
bug.memory_leak,expl.memory_leak,EXPLAINS_BUG
rule.memory.leak.alloc_no_release,expl.memory_leak,TRIGGERED_BY_RULE
rule.memory.leak.sanitizer,expl.memory_leak,TRIGGERED_BY_RULE
mis.memory.auto_cleanup,expl.memory_leak,TARGETS_MISCONCEPTION
fix.release.once,expl.memory_leak,SUGGESTS_FIX
fix.use_raii,expl.memory_leak,SUGGESTS_FIX
fix.smart_pointer,expl.memory_leak,SUGGESTS_FIX
concept.c.malloc,expl.memory_leak,REINFORCES_CONCEPT
concept.c.realloc,expl.memory_leak,REINFORCES_CONCEPT
concept.cpp.new_delete,expl.memory_leak,REINFORCES_CONCEPT
concept.cpp.raii,expl.memory_leak,REINFORCES_CONCEPT
view.c_pointers,expl.memory_leak,VISIBLE_IN
view.cpp_modern,expl.memory_leak,VISIBLE_IN
fbp.locate_issue,expl.memory_leak,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.memory_leak,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.memory_leak,USES_FEEDBACK_PATTERN
fbp.remediation_path,expl.memory_leak,USES_FEEDBACK_PATTERN
ctx.line,expl.memory_leak,USES_CONTEXT_ANCHOR
ctx.trace,expl.memory_leak,USES_CONTEXT_ANCHOR
ctx.finding,expl.memory_leak,USES_CONTEXT_ANCHOR
plan.manual_memory,expl.memory_leak,RECOMMENDS_PLAN
expl.memory_leak.step1,expl.memory_leak,CONSISTS_OF_STEP
expl.memory_leak.step2,expl.memory_leak,CONSISTS_OF_STEP
expl.memory_leak.step3,expl.memory_leak,CONSISTS_OF_STEP
explcat.pointer,expl.use_after_free,BELONGS_TO_CATEGORY
bug.use_after_free,expl.use_after_free,EXPLAINS_BUG
bug.dangling_pointer,expl.use_after_free,EXPLAINS_BUG
rule.memory.use_after_free.flow,expl.use_after_free,TRIGGERED_BY_RULE
rule.memory.uaf.sanitizer,expl.use_after_free,TRIGGERED_BY_RULE
mis.pointer.free,expl.use_after_free,TARGETS_MISCONCEPTION
fix.no_use_after_release,expl.use_after_free,SUGGESTS_FIX
fix.smart_pointer,expl.use_after_free,SUGGESTS_FIX
concept.c.free,expl.use_after_free,REINFORCES_CONCEPT
concept.cpp.new_delete,expl.use_after_free,REINFORCES_CONCEPT
concept.c.pointer,expl.use_after_free,REINFORCES_CONCEPT
concept.cpp.pointer,expl.use_after_free,REINFORCES_CONCEPT
view.c_pointers,expl.use_after_free,VISIBLE_IN
fbp.locate_issue,expl.use_after_free,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.use_after_free,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.use_after_free,USES_FEEDBACK_PATTERN
ctx.trace,expl.use_after_free,USES_CONTEXT_ANCHOR
ctx.variable,expl.use_after_free,USES_CONTEXT_ANCHOR
ctx.finding,expl.use_after_free,USES_CONTEXT_ANCHOR
plan.pointer_lifetime,expl.use_after_free,RECOMMENDS_PLAN
expl.use_after_free.step1,expl.use_after_free,CONSISTS_OF_STEP
expl.use_after_free.step2,expl.use_after_free,CONSISTS_OF_STEP
expl.use_after_free.step3,expl.use_after_free,CONSISTS_OF_STEP
explcat.pointer,expl.double_free,BELONGS_TO_CATEGORY
bug.double_free,expl.double_free,EXPLAINS_BUG
rule.memory.double_free.flow,expl.double_free,TRIGGERED_BY_RULE
mis.pointer.free,expl.double_free,TARGETS_MISCONCEPTION
mis.ownership.shared,expl.double_free,TARGETS_MISCONCEPTION
fix.release.once,expl.double_free,SUGGESTS_FIX
fix.no_use_after_release,expl.double_free,SUGGESTS_FIX
concept.c.free,expl.double_free,REINFORCES_CONCEPT
concept.cpp.new_delete,expl.double_free,REINFORCES_CONCEPT
concept.cpp.smart_pointer,expl.double_free,REINFORCES_CONCEPT
view.c_pointers,expl.double_free,VISIBLE_IN
view.cpp_modern,expl.double_free,VISIBLE_IN
fbp.locate_issue,expl.double_free,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.double_free,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.double_free,USES_FEEDBACK_PATTERN
ctx.trace,expl.double_free,USES_CONTEXT_ANCHOR
ctx.variable,expl.double_free,USES_CONTEXT_ANCHOR
plan.manual_memory,expl.double_free,RECOMMENDS_PLAN
expl.double_free.step1,expl.double_free,CONSISTS_OF_STEP
expl.double_free.step2,expl.double_free,CONSISTS_OF_STEP
expl.double_free.step3,expl.double_free,CONSISTS_OF_STEP
explcat.function,expl.uninitialized_value,BELONGS_TO_CATEGORY
bug.uninitialized_value,expl.uninitialized_value,EXPLAINS_BUG
rule.loop.boundary.edge_case,expl.uninitialized_value,TRIGGERED_BY_RULE
mis.loop.init,expl.uninitialized_value,TARGETS_MISCONCEPTION
fix.loop.init,expl.uninitialized_value,SUGGESTS_FIX
concept.c.variable,expl.uninitialized_value,REINFORCES_CONCEPT
concept.cpp.default_init,expl.uninitialized_value,REINFORCES_CONCEPT
concept.cpp.value_init,expl.uninitialized_value,REINFORCES_CONCEPT
view.intro_c,expl.uninitialized_value,VISIBLE_IN
fbp.locate_issue,expl.uninitialized_value,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.uninitialized_value,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.uninitialized_value,USES_FEEDBACK_PATTERN
ctx.variable,expl.uninitialized_value,USES_CONTEXT_ANCHOR
ctx.line,expl.uninitialized_value,USES_CONTEXT_ANCHOR
plan.return_contract,expl.uninitialized_value,RECOMMENDS_PLAN
expl.uninitialized_value.step1,expl.uninitialized_value,CONSISTS_OF_STEP
expl.uninitialized_value.step2,expl.uninitialized_value,CONSISTS_OF_STEP
expl.uninitialized_value.step3,expl.uninitialized_value,CONSISTS_OF_STEP
explcat.function,expl.missing_return,BELONGS_TO_CATEGORY
bug.missing_return,expl.missing_return,EXPLAINS_BUG
rule.function.missing_return.compiler,expl.missing_return,TRIGGERED_BY_RULE
rule.function.missing_return.cfg,expl.missing_return,TRIGGERED_BY_RULE
mis.return.contract,expl.missing_return,TARGETS_MISCONCEPTION
fix.return,expl.missing_return,SUGGESTS_FIX
concept.c.function_def,expl.missing_return,REINFORCES_CONCEPT
concept.cpp.function_decl,expl.missing_return,REINFORCES_CONCEPT
concept.cpp.return,expl.missing_return,REINFORCES_CONCEPT
view.intro_c,expl.missing_return,VISIBLE_IN
fbp.locate_issue,expl.missing_return,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.missing_return,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.missing_return,USES_FEEDBACK_PATTERN
ctx.finding,expl.missing_return,USES_CONTEXT_ANCHOR
ctx.line,expl.missing_return,USES_CONTEXT_ANCHOR
ctx.expression,expl.missing_return,USES_CONTEXT_ANCHOR
plan.return_contract,expl.missing_return,RECOMMENDS_PLAN
expl.missing_return.step1,expl.missing_return,CONSISTS_OF_STEP
expl.missing_return.step2,expl.missing_return,CONSISTS_OF_STEP
expl.missing_return.step3,expl.missing_return,CONSISTS_OF_STEP
explcat.recursion,expl.wrong_base_case,BELONGS_TO_CATEGORY
bug.wrong_base_case,expl.wrong_base_case,EXPLAINS_BUG
rule.recursion.no_base_case,expl.wrong_base_case,TRIGGERED_BY_RULE
rule.recursion.unreachable_base,expl.wrong_base_case,TRIGGERED_BY_RULE
mis.recursion.base_case,expl.wrong_base_case,TARGETS_MISCONCEPTION
fix.recursion.base,expl.wrong_base_case,SUGGESTS_FIX
concept.c.function_def,expl.wrong_base_case,REINFORCES_CONCEPT
concept.cpp.function_decl,expl.wrong_base_case,REINFORCES_CONCEPT
view.algorithms,expl.wrong_base_case,VISIBLE_IN
fbp.locate_issue,expl.wrong_base_case,USES_FEEDBACK_PATTERN
fbp.counter_example,expl.wrong_base_case,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.wrong_base_case,USES_FEEDBACK_PATTERN
ctx.expression,expl.wrong_base_case,USES_CONTEXT_ANCHOR
ctx.trace,expl.wrong_base_case,USES_CONTEXT_ANCHOR
ctx.testcase,expl.wrong_base_case,USES_CONTEXT_ANCHOR
plan.recursion,expl.wrong_base_case,RECOMMENDS_PLAN
expl.wrong_base_case.step1,expl.wrong_base_case,CONSISTS_OF_STEP
expl.wrong_base_case.step2,expl.wrong_base_case,CONSISTS_OF_STEP
expl.wrong_base_case.step3,expl.wrong_base_case,CONSISTS_OF_STEP
explcat.recursion,expl.no_recursive_progress,BELONGS_TO_CATEGORY
bug.no_recursive_progress,expl.no_recursive_progress,EXPLAINS_BUG
rule.recursion.no_progress,expl.no_recursive_progress,TRIGGERED_BY_RULE
mis.recursion.progress,expl.no_recursive_progress,TARGETS_MISCONCEPTION
fix.recursion.progress,expl.no_recursive_progress,SUGGESTS_FIX
concept.c.function_def,expl.no_recursive_progress,REINFORCES_CONCEPT
concept.cpp.function_decl,expl.no_recursive_progress,REINFORCES_CONCEPT
view.algorithms,expl.no_recursive_progress,VISIBLE_IN
fbp.locate_issue,expl.no_recursive_progress,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.no_recursive_progress,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.no_recursive_progress,USES_FEEDBACK_PATTERN
ctx.trace,expl.no_recursive_progress,USES_CONTEXT_ANCHOR
ctx.expression,expl.no_recursive_progress,USES_CONTEXT_ANCHOR
plan.recursion,expl.no_recursive_progress,RECOMMENDS_PLAN
expl.no_recursive_progress.step1,expl.no_recursive_progress,CONSISTS_OF_STEP
expl.no_recursive_progress.step2,expl.no_recursive_progress,CONSISTS_OF_STEP
expl.no_recursive_progress.step3,expl.no_recursive_progress,CONSISTS_OF_STEP
explcat.iterator,expl.iterator_invalidation,BELONGS_TO_CATEGORY
bug.iterator_invalidation,expl.iterator_invalidation,EXPLAINS_BUG
bug.vector_out_of_range,expl.iterator_invalidation,EXPLAINS_BUG
rule.iterator.invalidation.modify_then_use,expl.iterator_invalidation,TRIGGERED_BY_RULE
rule.iterator.view_lifetime,expl.iterator_invalidation,TRIGGERED_BY_RULE
mis.iter.invalidate,expl.iterator_invalidation,TARGETS_MISCONCEPTION
fix.iterator.refresh,expl.iterator_invalidation,SUGGESTS_FIX
concept.cpp.iterator,expl.iterator_invalidation,REINFORCES_CONCEPT
concept.cpp.vector,expl.iterator_invalidation,REINFORCES_CONCEPT
concept.cpp.map,expl.iterator_invalidation,REINFORCES_CONCEPT
concept.cpp.unordered_map,expl.iterator_invalidation,REINFORCES_CONCEPT
concept.cpp.ranges,expl.iterator_invalidation,REINFORCES_CONCEPT
concept.cpp.views,expl.iterator_invalidation,REINFORCES_CONCEPT
view.cpp_stl,expl.iterator_invalidation,VISIBLE_IN
view.cpp_modern,expl.iterator_invalidation,VISIBLE_IN
fbp.locate_issue,expl.iterator_invalidation,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.iterator_invalidation,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.iterator_invalidation,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.iterator_invalidation,USES_FEEDBACK_PATTERN
ctx.trace,expl.iterator_invalidation,USES_CONTEXT_ANCHOR
ctx.variable,expl.iterator_invalidation,USES_CONTEXT_ANCHOR
ctx.line,expl.iterator_invalidation,USES_CONTEXT_ANCHOR
plan.iterator_range,expl.iterator_invalidation,RECOMMENDS_PLAN
expl.iterator_invalidation.step1,expl.iterator_invalidation,CONSISTS_OF_STEP
expl.iterator_invalidation.step2,expl.iterator_invalidation,CONSISTS_OF_STEP
expl.iterator_invalidation.step3,expl.iterator_invalidation,CONSISTS_OF_STEP
explcat.oop,expl.use_after_move,BELONGS_TO_CATEGORY
bug.use_after_move,expl.use_after_move,EXPLAINS_BUG
rule.move.use_after_move,expl.use_after_move,TRIGGERED_BY_RULE
mis.move.validity,expl.use_after_move,TARGETS_MISCONCEPTION
fix.move.use_state,expl.use_after_move,SUGGESTS_FIX
concept.cpp.move_semantics,expl.use_after_move,REINFORCES_CONCEPT
concept.cpp.unique_ptr,expl.use_after_move,REINFORCES_CONCEPT
concept.cpp.string,expl.use_after_move,REINFORCES_CONCEPT
concept.cpp.vector,expl.use_after_move,REINFORCES_CONCEPT
view.cpp_modern,expl.use_after_move,VISIBLE_IN
view.cpp_stl,expl.use_after_move,VISIBLE_IN
fbp.locate_issue,expl.use_after_move,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.use_after_move,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.use_after_move,USES_FEEDBACK_PATTERN
ctx.variable,expl.use_after_move,USES_CONTEXT_ANCHOR
ctx.trace,expl.use_after_move,USES_CONTEXT_ANCHOR
plan.modern_cpp_ownership,expl.use_after_move,RECOMMENDS_PLAN
expl.use_after_move.step1,expl.use_after_move,CONSISTS_OF_STEP
expl.use_after_move.step2,expl.use_after_move,CONSISTS_OF_STEP
expl.use_after_move.step3,expl.use_after_move,CONSISTS_OF_STEP
explcat.oop,expl.missing_virtual_destructor,BELONGS_TO_CATEGORY
bug.missing_virtual_destructor,expl.missing_virtual_destructor,EXPLAINS_BUG
rule.oop.delete_base_no_virtual,expl.missing_virtual_destructor,TRIGGERED_BY_RULE
mis.virtual.destructor,expl.missing_virtual_destructor,TARGETS_MISCONCEPTION
fix.virtual_destructor,expl.missing_virtual_destructor,SUGGESTS_FIX
concept.cpp.class,expl.missing_virtual_destructor,REINFORCES_CONCEPT
concept.cpp.inheritance,expl.missing_virtual_destructor,REINFORCES_CONCEPT
concept.cpp.virtual_function,expl.missing_virtual_destructor,REINFORCES_CONCEPT
concept.cpp.destructor,expl.missing_virtual_destructor,REINFORCES_CONCEPT
view.cpp_oop,expl.missing_virtual_destructor,VISIBLE_IN
fbp.locate_issue,expl.missing_virtual_destructor,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.missing_virtual_destructor,USES_FEEDBACK_PATTERN
fbp.compare_fix,expl.missing_virtual_destructor,USES_FEEDBACK_PATTERN
ctx.expression,expl.missing_virtual_destructor,USES_CONTEXT_ANCHOR
ctx.line,expl.missing_virtual_destructor,USES_CONTEXT_ANCHOR
plan.oop_destruction,expl.missing_virtual_destructor,RECOMMENDS_PLAN
expl.missing_virtual_destructor.step1,expl.missing_virtual_destructor,CONSISTS_OF_STEP
expl.missing_virtual_destructor.step2,expl.missing_virtual_destructor,CONSISTS_OF_STEP
expl.missing_virtual_destructor.step3,expl.missing_virtual_destructor,CONSISTS_OF_STEP
explcat.oop,expl.rule_of_five,BELONGS_TO_CATEGORY
bug.rule_of_five,expl.rule_of_five,EXPLAINS_BUG
rule.oop.rule_of_five,expl.rule_of_five,TRIGGERED_BY_RULE
mis.ownership.shared,expl.rule_of_five,TARGETS_MISCONCEPTION
fix.use_raii,expl.rule_of_five,SUGGESTS_FIX
fix.smart_pointer,expl.rule_of_five,SUGGESTS_FIX
concept.cpp.class,expl.rule_of_five,REINFORCES_CONCEPT
concept.cpp.copy_semantics,expl.rule_of_five,REINFORCES_CONCEPT
concept.cpp.move_semantics,expl.rule_of_five,REINFORCES_CONCEPT
concept.cpp.destructor,expl.rule_of_five,REINFORCES_CONCEPT
concept.cpp.raii,expl.rule_of_five,REINFORCES_CONCEPT
view.cpp_oop,expl.rule_of_five,VISIBLE_IN
view.cpp_modern,expl.rule_of_five,VISIBLE_IN
fbp.locate_issue,expl.rule_of_five,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.rule_of_five,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.rule_of_five,USES_FEEDBACK_PATTERN
fbp.remediation_path,expl.rule_of_five,USES_FEEDBACK_PATTERN
ctx.line,expl.rule_of_five,USES_CONTEXT_ANCHOR
ctx.variable,expl.rule_of_five,USES_CONTEXT_ANCHOR
plan.modern_cpp_ownership,expl.rule_of_five,RECOMMENDS_PLAN
expl.rule_of_five.step1,expl.rule_of_five,CONSISTS_OF_STEP
expl.rule_of_five.step2,expl.rule_of_five,CONSISTS_OF_STEP
expl.rule_of_five.step3,expl.rule_of_five,CONSISTS_OF_STEP
explcat.oop,expl.exception_safety,BELONGS_TO_CATEGORY
bug.exception_safety,expl.exception_safety,EXPLAINS_BUG
rule.oop.exception_safety,expl.exception_safety,TRIGGERED_BY_RULE
mis.exception.safety,expl.exception_safety,TARGETS_MISCONCEPTION
fix.use_raii,expl.exception_safety,SUGGESTS_FIX
concept.cpp.try_catch,expl.exception_safety,REINFORCES_CONCEPT
concept.cpp.noexcept,expl.exception_safety,REINFORCES_CONCEPT
concept.cpp.raii,expl.exception_safety,REINFORCES_CONCEPT
view.cpp_oop,expl.exception_safety,VISIBLE_IN
view.cpp_modern,expl.exception_safety,VISIBLE_IN
fbp.locate_issue,expl.exception_safety,USES_FEEDBACK_PATTERN
fbp.trace_execution,expl.exception_safety,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.exception_safety,USES_FEEDBACK_PATTERN
ctx.trace,expl.exception_safety,USES_CONTEXT_ANCHOR
ctx.line,expl.exception_safety,USES_CONTEXT_ANCHOR
plan.exception_safety,expl.exception_safety,RECOMMENDS_PLAN
expl.exception_safety.step1,expl.exception_safety,CONSISTS_OF_STEP
expl.exception_safety.step2,expl.exception_safety,CONSISTS_OF_STEP
expl.exception_safety.step3,expl.exception_safety,CONSISTS_OF_STEP
explcat.io,expl.format_specifier,BELONGS_TO_CATEGORY
bug.format_specifier_mismatch,expl.format_specifier,EXPLAINS_BUG
rule.format.specifier_mismatch,expl.format_specifier,TRIGGERED_BY_RULE
rule.format.modern_cpp_upgrade,expl.format_specifier,TRIGGERED_BY_RULE
mis.format.specifier,expl.format_specifier,TARGETS_MISCONCEPTION
fix.format.match,expl.format_specifier,SUGGESTS_FIX
concept.c.formatted_io,expl.format_specifier,REINFORCES_CONCEPT
concept.cpp.format,expl.format_specifier,REINFORCES_CONCEPT
concept.cpp.print_functions,expl.format_specifier,REINFORCES_CONCEPT
view.intro_c,expl.format_specifier,VISIBLE_IN
view.cpp_modern,expl.format_specifier,VISIBLE_IN
fbp.locate_issue,expl.format_specifier,USES_FEEDBACK_PATTERN
fbp.restate_rule,expl.format_specifier,USES_FEEDBACK_PATTERN
fbp.modern_recommendation,expl.format_specifier,USES_FEEDBACK_PATTERN
ctx.expression,expl.format_specifier,USES_CONTEXT_ANCHOR
ctx.finding,expl.format_specifier,USES_CONTEXT_ANCHOR
plan.formatting,expl.format_specifier,RECOMMENDS_PLAN
expl.format_specifier.step1,expl.format_specifier,CONSISTS_OF_STEP
expl.format_specifier.step2,expl.format_specifier,CONSISTS_OF_STEP
expl.format_specifier.step3,expl.format_specifier,CONSISTS_OF_STEP
explcat.concurrent,expl.condition_variable,BELONGS_TO_CATEGORY
bug.condition_variable_misuse,expl.condition_variable,EXPLAINS_BUG
rule.concurrent.wait_protocol,expl.condition_variable,TRIGGERED_BY_RULE
rule.concurrent.missing_sync,expl.condition_variable,TRIGGERED_BY_RULE
mis.wait.protocol,expl.condition_variable,TARGETS_MISCONCEPTION
fix.condition_wait,expl.condition_variable,SUGGESTS_FIX
concept.cpp.thread,expl.condition_variable,REINFORCES_CONCEPT
