end_id,start_id,type
concept.c.while,bug.infinite_loop,OCCURS_IN_CONCEPT
concept.cpp.for,bug.infinite_loop,OCCURS_IN_CONCEPT
concept.cpp.while,bug.infinite_loop,OCCURS_IN_CONCEPT
concept.cpp.range_for,bug.infinite_loop,OCCURS_IN_CONCEPT
concept.c.for,bug.missing_loop_update,OCCURS_IN_CONCEPT
concept.c.while,bug.missing_loop_update,OCCURS_IN_CONCEPT
concept.cpp.for,bug.missing_loop_update,OCCURS_IN_CONCEPT
concept.cpp.while,bug.missing_loop_update,OCCURS_IN_CONCEPT
concept.c.for,bug.wrong_loop_init,OCCURS_IN_CONCEPT
concept.cpp.for,bug.wrong_loop_init,OCCURS_IN_CONCEPT
concept.cpp.range_for,bug.wrong_loop_init,OCCURS_IN_CONCEPT
concept.c.for,bug.wrong_loop_condition,OCCURS_IN_CONCEPT
concept.c.while,bug.wrong_loop_condition,OCCURS_IN_CONCEPT
concept.cpp.for,bug.wrong_loop_condition,OCCURS_IN_CONCEPT
concept.cpp.while,bug.wrong_loop_condition,OCCURS_IN_CONCEPT
concept.cpp.if,bug.wrong_loop_condition,OCCURS_IN_CONCEPT
concept.c.array,bug.array_out_of_bounds,OCCURS_IN_CONCEPT
concept.cpp.array,bug.array_out_of_bounds,OCCURS_IN_CONCEPT
concept.cpp.vector,bug.array_out_of_bounds,OCCURS_IN_CONCEPT
concept.c.array,bug.index_value_confusion,OCCURS_IN_CONCEPT
concept.cpp.array,bug.index_value_confusion,OCCURS_IN_CONCEPT
concept.cpp.vector,bug.index_value_confusion,OCCURS_IN_CONCEPT
concept.c.pointer,bug.null_dereference,OCCURS_IN_CONCEPT
concept.cpp.pointer,bug.null_dereference,OCCURS_IN_CONCEPT
concept.cpp.smart_pointer,bug.null_dereference,OCCURS_IN_CONCEPT
concept.c.malloc,bug.memory_leak,OCCURS_IN_CONCEPT
concept.c.calloc,bug.memory_leak,OCCURS_IN_CONCEPT
concept.c.realloc,bug.memory_leak,OCCURS_IN_CONCEPT
concept.cpp.new_delete,bug.memory_leak,OCCURS_IN_CONCEPT
concept.cpp.smart_pointer,bug.memory_leak,OCCURS_IN_CONCEPT
concept.cpp.raii,bug.memory_leak,OCCURS_IN_CONCEPT
concept.c.free,bug.use_after_free,OCCURS_IN_CONCEPT
concept.cpp.new_delete,bug.use_after_free,OCCURS_IN_CONCEPT
concept.c.pointer,bug.use_after_free,OCCURS_IN_CONCEPT
concept.cpp.pointer,bug.use_after_free,OCCURS_IN_CONCEPT
concept.c.free,bug.double_free,OCCURS_IN_CONCEPT
concept.cpp.new_delete,bug.double_free,OCCURS_IN_CONCEPT
concept.cpp.smart_pointer,bug.double_free,OCCURS_IN_CONCEPT
concept.c.pointer,bug.dangling_pointer,OCCURS_IN_CONCEPT
concept.cpp.pointer,bug.dangling_pointer,OCCURS_IN_CONCEPT
concept.cpp.reference,bug.dangling_pointer,OCCURS_IN_CONCEPT
concept.c.variable,bug.uninitialized_value,OCCURS_IN_CONCEPT
concept.cpp.default_init,bug.uninitialized_value,OCCURS_IN_CONCEPT
concept.cpp.value_init,bug.uninitialized_value,OCCURS_IN_CONCEPT
concept.c.function_def,bug.missing_return,OCCURS_IN_CONCEPT
concept.cpp.function_decl,bug.missing_return,OCCURS_IN_CONCEPT
concept.cpp.return,bug.missing_return,OCCURS_IN_CONCEPT
concept.cpp.function_decl,bug.wrong_base_case,OCCURS_IN_CONCEPT
concept.cpp.lambda,bug.wrong_base_case,OCCURS_IN_CONCEPT
concept.c.function_def,bug.wrong_base_case,OCCURS_IN_CONCEPT
concept.cpp.function_decl,bug.no_recursive_progress,OCCURS_IN_CONCEPT
concept.c.function_def,bug.no_recursive_progress,OCCURS_IN_CONCEPT
concept.cpp.iterator,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.vector,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.map,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.unordered_map,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.ranges,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.views,bug.iterator_invalidation,OCCURS_IN_CONCEPT
concept.cpp.move_semantics,bug.use_after_move,OCCURS_IN_CONCEPT
concept.cpp.unique_ptr,bug.use_after_move,OCCURS_IN_CONCEPT
concept.cpp.string,bug.use_after_move,OCCURS_IN_CONCEPT
concept.cpp.vector,bug.use_after_move,OCCURS_IN_CONCEPT
concept.cpp.class,bug.missing_virtual_destructor,OCCURS_IN_CONCEPT
concept.cpp.inheritance,bug.missing_virtual_destructor,OCCURS_IN_CONCEPT
concept.cpp.virtual_function,bug.missing_virtual_destructor,OCCURS_IN_CONCEPT
concept.cpp.destructor,bug.missing_virtual_destructor,OCCURS_IN_CONCEPT
concept.cpp.class,bug.rule_of_five,OCCURS_IN_CONCEPT
concept.cpp.destructor,bug.rule_of_five,OCCURS_IN_CONCEPT
concept.cpp.copy_semantics,bug.rule_of_five,OCCURS_IN_CONCEPT
concept.cpp.move_semantics,bug.rule_of_five,OCCURS_IN_CONCEPT
concept.cpp.raii,bug.rule_of_five,OCCURS_IN_CONCEPT
concept.cpp.try_catch,bug.exception_safety,OCCURS_IN_CONCEPT
concept.cpp.noexcept,bug.exception_safety,OCCURS_IN_CONCEPT
concept.cpp.raii,bug.exception_safety,OCCURS_IN_CONCEPT
concept.cpp.smart_pointer,bug.exception_safety,OCCURS_IN_CONCEPT
concept.cpp.vector,bug.vector_out_of_range,OCCURS_IN_CONCEPT
concept.cpp.range_for,bug.vector_out_of_range,OCCURS_IN_CONCEPT
concept.c.formatted_io,bug.format_specifier_mismatch,OCCURS_IN_CONCEPT
concept.cpp.format,bug.format_specifier_mismatch,OCCURS_IN_CONCEPT
concept.cpp.print_functions,bug.format_specifier_mismatch,OCCURS_IN_CONCEPT
concept.cpp.thread,bug.condition_variable_misuse,OCCURS_IN_CONCEPT
concept.cpp.mutex,bug.condition_variable_misuse,OCCURS_IN_CONCEPT
concept.cpp.condition_variable,bug.condition_variable_misuse,OCCURS_IN_CONCEPT
concept.cpp.atomic,bug.condition_variable_misuse,OCCURS_IN_CONCEPT
mis.loop.bound,bug.off_by_one,CAUSED_BY_MISCONCEPTION
mis.array.last_index,bug.off_by_one,CAUSED_BY_MISCONCEPTION
mis.loop.progress,bug.infinite_loop,CAUSED_BY_MISCONCEPTION
mis.loop.progress,bug.missing_loop_update,CAUSED_BY_MISCONCEPTION
mis.loop.init,bug.wrong_loop_init,CAUSED_BY_MISCONCEPTION
mis.loop.bound,bug.wrong_loop_condition,CAUSED_BY_MISCONCEPTION
mis.array.last_index,bug.array_out_of_bounds,CAUSED_BY_MISCONCEPTION
mis.array.index_value,bug.index_value_confusion,CAUSED_BY_MISCONCEPTION
mis.pointer.null,bug.null_dereference,CAUSED_BY_MISCONCEPTION
mis.memory.auto_cleanup,bug.memory_leak,CAUSED_BY_MISCONCEPTION
mis.pointer.free,bug.use_after_free,CAUSED_BY_MISCONCEPTION
mis.pointer.free,bug.double_free,CAUSED_BY_MISCONCEPTION
mis.ownership.shared,bug.double_free,CAUSED_BY_MISCONCEPTION
mis.pointer.free,bug.dangling_pointer,CAUSED_BY_MISCONCEPTION
mis.return.contract,bug.missing_return,CAUSED_BY_MISCONCEPTION
mis.recursion.base_case,bug.wrong_base_case,CAUSED_BY_MISCONCEPTION
mis.recursion.progress,bug.no_recursive_progress,CAUSED_BY_MISCONCEPTION
mis.iter.invalidate,bug.iterator_invalidation,CAUSED_BY_MISCONCEPTION
mis.move.validity,bug.use_after_move,CAUSED_BY_MISCONCEPTION
mis.virtual.destructor,bug.missing_virtual_destructor,CAUSED_BY_MISCONCEPTION
mis.ownership.shared,bug.rule_of_five,CAUSED_BY_MISCONCEPTION
mis.exception.safety,bug.exception_safety,CAUSED_BY_MISCONCEPTION
mis.format.specifier,bug.format_specifier_mismatch,CAUSED_BY_MISCONCEPTION
mis.wait.protocol,bug.condition_variable_misuse,CAUSED_BY_MISCONCEPTION
sym.incorrect_output,bug.off_by_one,HAS_SYMPTOM
sym.out_of_bounds,bug.off_by_one,HAS_SYMPTOM
sym.hangs,bug.infinite_loop,HAS_SYMPTOM
sym.timeout,bug.infinite_loop,HAS_SYMPTOM
sym.hangs,bug.missing_loop_update,HAS_SYMPTOM
sym.timeout,bug.missing_loop_update,HAS_SYMPTOM
sym.incorrect_output,bug.wrong_loop_init,HAS_SYMPTOM
sym.incorrect_output,bug.wrong_loop_condition,HAS_SYMPTOM
sym.out_of_bounds,bug.array_out_of_bounds,HAS_SYMPTOM
sym.crash,bug.array_out_of_bounds,HAS_SYMPTOM
sym.incorrect_output,bug.index_value_confusion,HAS_SYMPTOM
sym.null_deref,bug.null_dereference,HAS_SYMPTOM
sym.crash,bug.null_dereference,HAS_SYMPTOM
sym.memory_growth,bug.memory_leak,HAS_SYMPTOM
sym.use_after_free,bug.use_after_free,HAS_SYMPTOM
sym.crash,bug.use_after_free,HAS_SYMPTOM
sym.double_release,bug.double_free,HAS_SYMPTOM
sym.crash,bug.double_free,HAS_SYMPTOM
sym.crash,bug.dangling_pointer,HAS_SYMPTOM
sym.incorrect_output,bug.dangling_pointer,HAS_SYMPTOM
sym.incorrect_output,bug.uninitialized_value,HAS_SYMPTOM
sym.crash,bug.uninitialized_value,HAS_SYMPTOM
sym.warn_return,bug.missing_return,HAS_SYMPTOM
sym.incorrect_output,bug.missing_return,HAS_SYMPTOM
sym.hangs,bug.wrong_base_case,HAS_SYMPTOM
sym.incorrect_output,bug.wrong_base_case,HAS_SYMPTOM
sym.hangs,bug.no_recursive_progress,HAS_SYMPTOM
sym.timeout,bug.no_recursive_progress,HAS_SYMPTOM
sym.iterator_invalid,bug.iterator_invalidation,HAS_SYMPTOM
sym.crash,bug.iterator_invalidation,HAS_SYMPTOM
sym.incorrect_output,bug.use_after_move,HAS_SYMPTOM
sym.memory_growth,bug.missing_virtual_destructor,HAS_SYMPTOM
sym.crash,bug.rule_of_five,HAS_SYMPTOM
sym.incorrect_output,bug.rule_of_five,HAS_SYMPTOM
sym.crash,bug.exception_safety,HAS_SYMPTOM
sym.memory_growth,bug.exception_safety,HAS_SYMPTOM
sym.out_of_bounds,bug.vector_out_of_range,HAS_SYMPTOM
sym.crash,bug.vector_out_of_range,HAS_SYMPTOM
sym.incorrect_output,bug.format_specifier_mismatch,HAS_SYMPTOM
sym.crash,bug.format_specifier_mismatch,HAS_SYMPTOM
sym.hangs,bug.condition_variable_misuse,HAS_SYMPTOM
sym.racey_behavior,bug.condition_variable_misuse,HAS_SYMPTOM
eff.wrong_answer,bug.off_by_one,HAS_EFFECT
eff.undefined_behavior,bug.off_by_one,HAS_EFFECT
eff.nontermination,bug.infinite_loop,HAS_EFFECT
eff.resource_exhaustion,bug.infinite_loop,HAS_EFFECT
eff.nontermination,bug.missing_loop_update,HAS_EFFECT
eff.wrong_answer,bug.wrong_loop_init,HAS_EFFECT
eff.wrong_answer,bug.wrong_loop_condition,HAS_EFFECT
eff.undefined_behavior,bug.array_out_of_bounds,HAS_EFFECT
eff.security_risk,bug.array_out_of_bounds,HAS_EFFECT
eff.wrong_answer,bug.index_value_confusion,HAS_EFFECT
eff.undefined_behavior,bug.null_dereference,HAS_EFFECT
eff.security_risk,bug.null_dereference,HAS_EFFECT
eff.resource_exhaustion,bug.memory_leak,HAS_EFFECT
eff.partial_cleanup,bug.memory_leak,HAS_EFFECT
eff.undefined_behavior,bug.use_after_free,HAS_EFFECT
eff.security_risk,bug.use_after_free,HAS_EFFECT
eff.data_corruption,bug.use_after_free,HAS_EFFECT
eff.undefined_behavior,bug.double_free,HAS_EFFECT
eff.security_risk,bug.double_free,HAS_EFFECT
eff.undefined_behavior,bug.dangling_pointer,HAS_EFFECT
eff.data_corruption,bug.dangling_pointer,HAS_EFFECT
eff.undefined_behavior,bug.uninitialized_value,HAS_EFFECT
eff.wrong_answer,bug.uninitialized_value,HAS_EFFECT
eff.undefined_behavior,bug.missing_return,HAS_EFFECT
eff.wrong_answer,bug.missing_return,HAS_EFFECT
eff.nontermination,bug.wrong_base_case,HAS_EFFECT
eff.wrong_answer,bug.wrong_base_case,HAS_EFFECT
eff.nontermination,bug.no_recursive_progress,HAS_EFFECT
eff.undefined_behavior,bug.iterator_invalidation,HAS_EFFECT
eff.api_contract_violation,bug.iterator_invalidation,HAS_EFFECT
eff.wrong_answer,bug.use_after_move,HAS_EFFECT
eff.api_contract_violation,bug.use_after_move,HAS_EFFECT
eff.partial_cleanup,bug.missing_virtual_destructor,HAS_EFFECT
eff.data_corruption,bug.rule_of_five,HAS_EFFECT
eff.partial_cleanup,bug.rule_of_five,HAS_EFFECT
eff.partial_cleanup,bug.exception_safety,HAS_EFFECT
eff.data_corruption,bug.exception_safety,HAS_EFFECT
eff.api_contract_violation,bug.vector_out_of_range,HAS_EFFECT
eff.wrong_answer,bug.vector_out_of_range,HAS_EFFECT
eff.api_contract_violation,bug.format_specifier_mismatch,HAS_EFFECT
eff.wrong_answer,bug.format_specifier_mismatch,HAS_EFFECT
eff.nontermination,bug.condition_variable_misuse,HAS_EFFECT
eff.data_corruption,bug.condition_variable_misuse,HAS_EFFECT
fix.loop.bound,bug.off_by_one,FIXED_BY
fix.array.bound,bug.off_by_one,FIXED_BY
fix.loop.progress,bug.infinite_loop,FIXED_BY
fix.loop.bound,bug.infinite_loop,FIXED_BY
fix.loop.progress,bug.missing_loop_update,FIXED_BY
fix.loop.init,bug.wrong_loop_init,FIXED_BY
fix.loop.bound,bug.wrong_loop_condition,FIXED_BY
fix.array.bound,bug.array_out_of_bounds,FIXED_BY
fix.array.index_value,bug.index_value_confusion,FIXED_BY
fix.null.check,bug.null_dereference,FIXED_BY
fix.smart_pointer,bug.null_dereference,FIXED_BY
fix.release.once,bug.memory_leak,FIXED_BY
fix.use_raii,bug.memory_leak,FIXED_BY
fix.smart_pointer,bug.memory_leak,FIXED_BY
fix.no_use_after_release,bug.use_after_free,FIXED_BY
fix.use_raii,bug.use_after_free,FIXED_BY
fix.smart_pointer,bug.use_after_free,FIXED_BY
fix.release.once,bug.double_free,FIXED_BY
fix.no_use_after_release,bug.double_free,FIXED_BY
fix.no_use_after_release,bug.dangling_pointer,FIXED_BY
fix.smart_pointer,bug.dangling_pointer,FIXED_BY
fix.loop.init,bug.uninitialized_value,FIXED_BY
fix.return,bug.missing_return,FIXED_BY
fix.recursion.base,bug.wrong_base_case,FIXED_BY
fix.recursion.progress,bug.no_recursive_progress,FIXED_BY
fix.iterator.refresh,bug.iterator_invalidation,FIXED_BY
fix.move.use_state,bug.use_after_move,FIXED_BY
fix.virtual_destructor,bug.missing_virtual_destructor,FIXED_BY
fix.use_raii,bug.rule_of_five,FIXED_BY
fix.smart_pointer,bug.rule_of_five,FIXED_BY
fix.use_raii,bug.exception_safety,FIXED_BY
fix.array.bound,bug.vector_out_of_range,FIXED_BY
fix.format.match,bug.format_specifier_mismatch,FIXED_BY
fix.condition_wait,bug.condition_variable_misuse,FIXED_BY
view.intro_c,bug.off_by_one,VISIBLE_IN
view.intro_c,bug.infinite_loop,VISIBLE_IN
view.intro_c,bug.missing_loop_update,VISIBLE_IN
view.intro_c,bug.wrong_loop_init,VISIBLE_IN
view.intro_c,bug.array_out_of_bounds,VISIBLE_IN
view.intro_c,bug.missing_return,VISIBLE_IN
view.intro_c,bug.format_specifier_mismatch,VISIBLE_IN
view.c_pointers,bug.null_dereference,VISIBLE_IN
view.c_pointers,bug.memory_leak,VISIBLE_IN
view.c_pointers,bug.use_after_free,VISIBLE_IN
view.c_pointers,bug.double_free,VISIBLE_IN
view.c_pointers,bug.dangling_pointer,VISIBLE_IN
view.cpp_oop,bug.missing_virtual_destructor,VISIBLE_IN
view.cpp_oop,bug.rule_of_five,VISIBLE_IN
view.cpp_oop,bug.exception_safety,VISIBLE_IN
view.cpp_modern,bug.use_after_move,VISIBLE_IN
view.cpp_modern,bug.rule_of_five,VISIBLE_IN
view.cpp_modern,bug.exception_safety,VISIBLE_IN
view.cpp_modern,bug.iterator_invalidation,VISIBLE_IN
view.cpp_stl,bug.iterator_invalidation,VISIBLE_IN
view.cpp_stl,bug.vector_out_of_range,VISIBLE_IN
view.cpp_stl,bug.use_after_move,VISIBLE_IN
view.algorithms,bug.off_by_one,VISIBLE_IN
view.algorithms,bug.infinite_loop,VISIBLE_IN
view.algorithms,bug.wrong_base_case,VISIBLE_IN
view.algorithms,bug.no_recursive_progress,VISIBLE_IN
view.algorithms,bug.index_value_confusion,VISIBLE_IN
